Column1, Rank,Company,Country,Sales,Assets,Market Value,Sector,Industry,Snippet,
305,306,Sompo,Japan,29-Apr,911,14-Apr,Financials,,"K.K. Songai Hoken Japan, kurz Sompo Japan, ist ein japanisches Unternehmen mit Firmensitz in Shinjuku, Tokio. Sompo Japan bietet Versicherungen verschiedener Art fr seine Kunden weltweit an. Das Unternehmen wurde 1887 als T?ky? Kasai HokeNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtK.K. Songai Hoken Japan, kurz Sompo Japan, ist ein japanisches Unternehmen mit Firmensitz in Shinjuku, Tokio. Sompo Japan bietet Versicherungen verschiedener Art fr seine Kunden weltweit an. Das Unternehmen wurde 1887 als T?ky? Kasai Hoken gegrndet. 1893 wurde die Versicherung von Zenjir? Yasuda erworben und in das Zaibatsu Yasuda integriert. Juli 2002 fusionierten die japanischen Versicherungsunternehmen Yasuda Kasai Kaij? Hoken und Nissan Sh?gai Hoken zum Versicherungskonzern Sompo Japan.",
306,307,Gas Natural Fenosa,Spain,25-Jun,497,21-Jul,Utilities,Natural Gas Utilities,Naturgy ist ein spanisches Unternehmen im Energiesektor. Die wichtigsten Gesch䦴saktivit䴥n liegen in der Versorgung und Vermarktung von Erdgas und Strom. Naturgy ist an vier spanischen B_xDE8B__xDCE5_n notiert und ist im Ibex 35 gelistet. Am 6. Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtNaturgy ist ein spanisches Unternehmen im Energiesektor. Die wichtigsten Gesch䦴saktivit䴥n liegen in der Versorgung und Vermarktung von Erdgas und Strom. Naturgy ist an vier spanischen B_xDE8B__xDCE5_n notiert und ist im Ibex 35 gelistet. Am 6. Oktober 2017 wurde der Firmensitz von Barcelona nach Madrid verlegt.,
307,308,WPP,United Kingdom,19-Apr,427,27-Apr,Consumer Discretionary,Advertising,"Die WPP plc ist ein britischer Konzern aus Werbedienstleistern und Medienunternehmen. Mit einem Umsatz von 16 Milliarden US-Dollar war die WPP Group im Jahr 2011 vor Omnicom und Publicis die weltweit gr_xDE3F__xDD25_ Werbeholding. Weitere wichtNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtDie WPP plc ist ein britischer Konzern aus Werbedienstleistern und Medienunternehmen. Mit einem Umsatz von 16 Milliarden US-Dollar war die WPP Group im Jahr 2011 vor Omnicom und Publicis die weltweit gr_xDE3F__xDD25_ Werbeholding. Weitere wichtige Konkurrenten sind IPG, Dents?, Havas und Hakuh?d?.",
308,309,Bank Of Shanghai,China,10-Sep,2363,20-Jul,Financials,,Die Bank of Shanghai Corporation Limited (BOSC) ist eine st䤴ische Gesch䦴sbank mit Sitz in Pudong (Shanghai) in der Volksrepublik China. Mit einer Bilanzsumme von ca. 278 Milliarden US-Dollar im Jahre 2018 geh_xDE8B__xDD20_sie zu den 100 gr_xDE3F__xDD25_n Geldh䵳ern weltweit.,
309,310,ICICI Bank,India,11-Sep,1389,25-Jan,Financials,Regional Banks,"ICICI Bank ist ein Kreditinstitut aus Indien mit Firmensitz in Mumbai. Die ICICI Bank ist die gr_xDE3F__xDD25_ private Bank in Indien. Das Unternehmen bietet Versicherungen, Bankkonten, Darlehen, Investments und weitere Finanzdienstleistungen an.",
310,311,Poly Real Estate,China,22-Apr,683,16-Jun,Financials,Real Estate,"Poly Real Estate ist ein chinesisches Unternehmen mit Firmensitz in Guangzhou. Das Unternehmen ist im Aktienindex SSE 50 gelistet. Das Unternehmen ist ein Tochterunternehmen des Konzerns China Poly Group Corp, die rund 55 Prozent an Poly Real ENeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtPoly Real Estate ist ein chinesisches Unternehmen mit Firmensitz in Guangzhou. Das Unternehmen ist im Aktienindex SSE 50 gelistet. Das Unternehmen ist ein Tochterunternehmen des Konzerns China Poly Group Corp, die rund 55 Prozent an Poly Real Estate h䬴.",
311,312,Hyundai Mobis,South Korea,33,345,18-Sep,Consumer Discretionary,Auto & Truck Parts,"https://www.finanzen.net/nachricht/aktien/hyundai-mobis-stellt-neuen...Vor 27 Minuten Hyundai Mobis wurde 1977 gegrndet und hat seinen Hauptsitz in Seoul, Korea. Das Unternehmen soll ein lebenslanger Technologiepartner fr Fahrzeuge und Menschen werden.",
312,313,DNB,Norway,8-Jul,3082,25-Jun,Financials,Regional Banks,"Willkommen bei der Deutschen Nationalbibliothek! Erfahren Sie hier mehr ber unsere Aufgaben und Aktivit䴥n, die Strategie fr die n䣨sten Jahre, ber uns...",
313,314,Philips,Netherlands,27-Jan,341,28-Sep,Industrials,Conglomerates,"https://www.philips.dePhilips kreiert immer wieder Innovationen, die schonend und effektiv dabei helfen, das Sch_xDE7B__xDCF4_e aus sich herauszuholen und die Individualit䴠zu unterstreichen. Bei Philips Beauty m_xDE4E__xDE34_en wir Frauen dabei untersttzen, toll auszusehen und sich groߡrtig zu fhlen. Bei der Produktentwicklung spielen nur die Wnsche von Frauen eine Rolle  so entstehen Produkte fr ...",
314,315,AmerisourceBergen,United States,148.3,339,19,Health Care,Pharmaceuticals,https://www.finanzen.net/aktien/amerisourcebergen05.06.2020 AMERISOURCEBERGEN AKTIE und aktueller Aktienkurs. Nachrichten zur Aktie AmerisourceBergen Corp. | 766149 | ABC | US03073E1055,
315,316,Heineken Holding,Netherlands,23,421,23,Consumer Staples,Beverages,"Heineken N.V. [???in?k?n] ist eine niederl䮤ische Brauerei, die am 12. Juli 1864 von Gerard Adriaan Heineken gegrndet wurde. Nach der ܢernahme von SABMiller durch Anheuser-Busch InBev ist die Heinekengruppe der zweitgr_xDE3F__xDD25_ Brauereikonzern der Welt.",
316,317,CRH,Ireland,30-Jan,333,29,Materials,Construction Materials,Cement Roadstone Holding plc ist ein weltweit operierender irischer Baustoffhersteller mit Hauptsitz in Dublin. Das Unternehmen entstand 1970 durch den Zusammenschluss der irischen Unternehmen Cement Holding und Roadstone Ltd. Das Unternehmen iNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtCement Roadstone Holding plc ist ein weltweit operierender irischer Baustoffhersteller mit Hauptsitz in Dublin. Das Unternehmen entstand 1970 durch den Zusammenschluss der irischen Unternehmen Cement Holding und Roadstone Ltd. Das Unternehmen ist Mitglied im ISEQ Overall Index an der Irish Stock Exchange. Es wird an den B_xDE8B__xDCE5_n in London und New York City gehandelt und geh_xDE8B__xDD20_zu den 50 Unternehmen des EURO STOXX 50-Aktienindex. CRH hatte 2012 eine Produktionskapazit䴠von 56 Mio. t Zement.,
317,318,Discover Financial Services,United States,10-May,928,25-Mar,Financials,Consumer Financial Services,"Die Discover Card ist eine Kreditkarte, die fast ausschlie߬ich in den Vereinigten Staaten von Discover Financial Services ausgegeben wird. Es gibt ca. 50 Millionen Karteninhaber. Die Discover Card wurde ursprnglich von Sears 1985 in den MarkNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtDie Discover Card ist eine Kreditkarte, die fast ausschlie߬ich in den Vereinigten Staaten von Discover Financial Services ausgegeben wird. Es gibt ca. 50 Millionen Karteninhaber. Die Discover Card wurde ursprnglich von Sears 1985 in den Markt eingefhrt. Discover wurde ab 1997 von Morgan Stanley bernommen, das Discover 2007 an die B_xDE8B__xDCE5_ brachte. Der Discover-Hauptsitz ist in Riverwoods.",
318,319,Safran,France,18-Feb,328,32.2,Industrials,Aerospace & Defense,"Der Safran, wissenschaftlicher Name Crocus sativus, ist eine Krokus-Art, die im Herbst violett blht. Aus den Narben ihrer Blten wird das ebenfalls Safran genannte Gewrz gewonnen.",
319,320,Etisalat,United Arab Emirates,14-Mar,334,42.7,Telecommunication Services,Telecommunications services,Die staatliche Emiratische Gesellschaft fr Telekommunikation wurde nach Beschluss des Bundesgesetzes Nr. 1 von 1976 der Vereinigten Arabischen Emirate gegrndet.,
320,321,CaixaBank,Spain,11,367,25-Jul,Financials,Regional Banks,"Wenn Sie Ihre Karte an einem beliebigen Geldautomaten des Netzwerkes von CaixaBank benutzen, k_xDE7A__xDFA5_n Sie einen Antrag ausfllen und den Service von digital Banking CaixaBankNow sofort nutzen. Anmeldung in einer Filiale Wir geben Ihnen unverzglich Ihren pers_xDE7A__xDF29_chen Zugangscode und die Karte mit den Codes zur Best䴩gung Ihrer Gesch䦴svorg䮧e. Laden Sie die App herunter und nutzen Sie ...",
321,322,Eaton,Ireland,19-Jul,,33.4,Industrials,Other Industrial Equipment,"https://www.eaton.com/EatonDEEaton pr䳥ntiert neue Industrie-Filterkerze fr chemische Anwendungen und hohe Temperaturen - 19/2/2019. Tweets by @Eaton_EMEA. Eaton ist ein weltweit fhrender Anbieter von Energiemanagement-L_xDE8F__xDD6E_gen, die den Kunden dabei helfen, elektrische, hydraulische und mechanische Energie effizienter, wirksamer, sicherer und nachhaltiger zu nutzen.",
322,323,Fubon Financial,Taiwan,15-Apr,1965,16-Jan,Financials,Investment Services,"Fubon Financial ist eine taiwanische Finanzholding mit Sitz in Taipeh. Die Unternehmensgruppe wurde 2001 von Tsai Wan-tsai gegrndet, um die verschiedenen Gesellschaften der Fubon Gruppe zu bndeln.",
323,324,Sumitomo,Japan,38.2,677,16-Aug,Financials,,https://www.sumitomotool.com/de26.05.2021 Die Sumitomo Electric Hartmetall GmbH blickt in diesem Jahr auf 40 Jahre erfolgreiche Firmengeschichte zurck. Werfen Sie einen Blick auf unsere Firmenmeilensteine und profitieren Sie von unseren attraktiven Verkaufsaktionen zum 40-j䨲igen Jubil䵭.Gesch䴺te Lesezeit: 1 min,
324,325,SunTrust Banks,United States,8-Sep,2049,27-Feb,Financials,Regional Banks,"SunTrust Banks, Inc. ist ein US-amerikanisches Unternehmen mit Sitz in Atlanta, Georgia. Das Unternehmen ist im Aktienindex S&P 500 gelistet. Das Unternehmen bietet Finanzdienstleistungen verschiedener Art fr seine Kunden an. Sun TruNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtSunTrust Banks, Inc. ist ein US-amerikanisches Unternehmen mit Sitz in Atlanta, Georgia. Das Unternehmen ist im Aktienindex S&P 500 gelistet. Das Unternehmen bietet Finanzdienstleistungen verschiedener Art fr seine Kunden an. Sun Trust Banks betreibt rund 1.700 Bankniederlassungen im Sdosten der Vereinigten Staaten. Im Unternehmen sind rund 33.600 Mitarbeiter besch䦴igt.",
325,326,Greenland Holdings Group,China,32.8,996,14-Mar,Financials,,"Greenland Holding Corporation, bekannt als Greenland Group, ist ein b_xDE8B__xDCE5_nnotierter chinesischer Immobilienentwickler mit Sitz in Shanghai. Als Staatsunternehmen gegrndet, ist es inzwischen teilweise privatisiert worden. Nach eigener EinscNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtGreenland Holding Corporation, bekannt als Greenland Group, ist ein b_xDE8B__xDCE5_nnotierter chinesischer Immobilienentwickler mit Sitz in Shanghai. Als Staatsunternehmen gegrndet, ist es inzwischen teilweise privatisiert worden. Nach eigener Einsch䴺ung war das Unternehmen im Jahr 2014 der gr_xDE3F__xDD25_ Immobilienentwickler der Welt nach im Bau befindlichen Fl䣨en und Umsatz.",
326,327,China Cinda Asset Management,China,13-Apr,169,14-Jul,Financials,,"Aus dem Englischen bersetzt-China Cinda Asset Management Co., Ltd., bekannt als China Cinda oder einfach nur Cinda, ist eine chinesische Handelsbank und Verm_xDE5E__xDD6E_sverwaltungsgesellschaft. Das Unternehmen wurde 1999 als staatliches Unternehmen und als schlechte Bank fr die China Construction Bank gegrndet.",
327,328,Anglo American,United Kingdom,21-May,501,19-Aug,Materials,Diversified Metals & Mining,"Anglo American ist ein weltweit agierender Konzern, der sich im Bergbau und in der Verarbeitung von Rohstoffen engagiert. Der Hauptsitz des Unternehmens, das in London und Johannesburg b_xDE8B__xDCE5_nnotiert ist, befindet sich in London. Das UNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtAnglo American ist ein weltweit agierender Konzern, der sich im Bergbau und in der Verarbeitung von Rohstoffen engagiert. Der Hauptsitz des Unternehmens, das in London und Johannesburg b_xDE8B__xDCE5_nnotiert ist, befindet sich in London. Das Unternehmen besch䦴igt rund 69.000 Mitarbeiter und generiert j䨲lich einen Umsatz von rund 28 Mrd. US-Dollar. Der Bergbausektor ist vor der Metallveredelung das Kerngesch䦴 von Anglo American.",
328,329,China Resources Land,Hong Kong,14-May,551,19-Aug,Financials,Real Estate,7 Zeilen 05.06.2020 Hier erhalten Sie eine ܢersicht ber die Dividendenzahlung und ,
329,330,Royal Ahold Delhaize N.V.,Netherlands,55,383,26,Utilities,,"Koninklijke Ahold Delhaize N.V., kurz Ahold Delhaize, ist die Muttergesellschaft eines internationalen Lebensmittel-Handelskonzerns, der im Juli 2016 durch...",
330,331,SingTel,Singapore,11-Sep,33,45.2,Telecommunication Services,Telecommunications services,"Singapore Telecommunications Limited (Singtel) ist eines der gr_xDE3F__xDD25_n asiatischen Telekommunikationsunternehmen mit einem Umsatz von 18,2 Milliarden Euro im Jahr 2014 und Firmensitz in Singapur. Singtel wurde 1992 gegrndet und besch䦴igte im Jahr 2014 weltweit  Singapore Telecommunications Limited (Singtel) ist eines der gr_xDE3F__xDD25_n asiatischen Telekommunikationsunternehmen mit einem Umsatz von 18,2 Milliarden Euro im Jahr 2014 und Firmensitz in Singapur. Singtel wurde 1992 gegrndet und besch䦴igte im Jahr 2014 weltweit rund 23.000 Mitarbeiter. Das Unternehmen war zu diesem Zeitpunkt im Straits Times Index an der Singapore Exchange gelistet und verfgte ber 40 Niederlassungen in 22 L䮤ern in Asien-Pazifik, Europa und den USA.",
331,332,United Overseas Bank,Singapore,8-Feb,2354,25-Jun,Financials,Regional Banks,United Overseas Bank (UOB) ist ein Kreditinstitut mit Sitz in Singapur. Das Unternehmen wurde am 6. August 1935 gegrndet. UOB bietet Finanzdienstleistungen verschiedener Art fr seine Kunden an. Die Bank ist im Straits Times Index an der Singapore Exchange gelistet.,
332,333,Subaru,Japan,29-Aug,,27-Mar,Financials,,"https://www.subaru.deSubaru, Ihr Spezialist fr Allrad-Autos mit Boxermotor. W䨬en Sie aus unseren SUV Modellen das passende Auto fr sich. Weltgr_xDE3F__xDD25_r Allrad-Pkw-Hersteller.",
333,334,Automatic Data Processing,United States,12-Jan,40,45.9,Consumer Discretionary,,"Automatic Data Processing, Inc. ist ein amerikanisches Unternehmen aus Roseland im US-Bundesstaat New Jersey. ADP besch䦴igt weltweit rund 58.000 Mitarbeiter. Mit rund 620.000 Kunden ist ADP eines der weltweit gr_xDE3F__xDD25_n unabh䮧igen INeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtAutomatic Data Processing, Inc. ist ein amerikanisches Unternehmen aus Roseland im US-Bundesstaat New Jersey. ADP besch䦴igt weltweit rund 58.000 Mitarbeiter. Mit rund 620.000 Kunden ist ADP eines der weltweit gr_xDE3F__xDD25_n unabh䮧igen IT-Service-Unternehmen und gilt als fhrender Anbieter von HR-Services wie Personalabrechnung, Zeiterfassung und Reisekostenmanagement. Im Gesch䦴sjahr 2013 erzielte ADP weltweit einen Umsatz von elf Milliarden US-Dollar. Das Unternehmen besteht aus zwei Gesch䦴sbereichen: ADP Employer Services und ADP Dealer Services. ADP Employer Services stellt mit mehr als 540.000 Kunden den bedeutend gr_xDE3E__xDD72_en der zwei Gesch䦴sbereiche dar. Laut Unternehmensangaben erfolgt in Deutschland jede fnfte Personalabrechnung mit Produkten von ADP.",
334,335,Midea Group,China,23-Sep,,31-May,Utilities,,Die Midea Group ist ein Hersteller von HLKK-Anlagen sowie elektrischen Haushaltsger䴥n mit Hauptsitz in Foshan in der Volksrepublik China. Bei Klimaanlagen ist das Unternehmen chinesischer Marktfhrer.,
335,336,Linde,Germany,18-Jul,39,31-Mar,Materials,Diversified Chemicals,"Die Linde plc ist ein b_xDE8B__xDCE5_nnotierter Industriekonzern mit Sitz im irischen Dublin und operativer Zentrale im britischen Guildford, welcher 2018 durch Fusion der deutschen Linde AG mit dem ursprnglich ebenfalls von Carl von Linde gegrndeten und im Ersten Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtDie Linde plc ist ein b_xDE8B__xDCE5_nnotierter Industriekonzern mit Sitz im irischen Dublin und operativer Zentrale im britischen Guildford, welcher 2018 durch Fusion der deutschen Linde AG mit dem ursprnglich ebenfalls von Carl von Linde gegrndeten und im Ersten Weltkrieg konfiszierten US-amerikanischen Konkurrenten Praxair entstand. Kerngesch䦴 von Linde sind Gase und Prozessanlagen, die Gase gewinnen oder herstellen. Linde ist im Bereich Industriegase Weltmarktfhrer vor dem franz_xDE8E__xDE73_chen Konkurrenten Air Liquide.",
336,337,KIA Motors,South Korea,45.4,421,12-Jun,Consumer Discretionary,Auto & Truck Manufacturers,"https://www.kia.com/deDie offizielle Kia Motors Webseite. Entdecken Sie die neuen und gebrauchten Kia Fahrzeuge, laden Sie die Broschren und Preislisten herunter, finden Sie Ihren passenden H䮤ler und vereinbaren Sie direkt hier online eine Probefahrt mit Ihrem Wunschfahrzeug!",
337,338,Hartford Financial Services,United States,18-Jan,2252,17-Sep,Financials,Diversified Insurance,"The Hartford Financial Services Group, ein Fortune-100-Unternehmen, geh_xDE8B__xDD20_zu den gr_xDE3F__xDD25_n Investment- und Versicherungsgesellschaften der USA mit einem Umsatz von 18,8 Mrd. Euro im Jahr 2007. The Hartford bietet eine Reihe von Finanzprodukten Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtThe Hartford Financial Services Group, ein Fortune-100-Unternehmen, geh_xDE8B__xDD20_zu den gr_xDE3F__xDD25_n Investment- und Versicherungsgesellschaften der USA mit einem Umsatz von 18,8 Mrd. Euro im Jahr 2007. The Hartford bietet eine Reihe von Finanzprodukten an, sowie Lebensversicherungen, betriebliche Altersvorsorge, Kfz- und Wohngeb䵤eversicherungen und gewerbliche Schaden- und Unfallversicherungen. Weltweit verfgt die Gesellschaft ber Zweigstellen in Japan, Groߢritannien, Kanada, Brasilien und Irland.",
338,339,Southwest Airlines,United States,20-Apr,,33.6,Industrials,Airline,Southwest Airlines ist eine US-amerikanische Billigfluggesellschaft mit Sitz in Dallas.,
339,340,Am鲩ca M󶩬,Mexico,52.2,736,47.3,Financials,,"Am鲩ca M󶩬 ist ein mexikanisches Telekommunikationsunternehmen mit Sitz in Mexiko-Stadt. Mehrheitseigentmer des Unternehmens ist Carlos Slim. Zum Unternehmen geh_xDE8A__xDD6E_ mehrere Telefongesellschaften, darunter die gr_xDE3F__xDD25_n MoNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtAm鲩ca M󶩬 ist ein mexikanisches Telekommunikationsunternehmen mit Sitz in Mexiko-Stadt. Mehrheitseigentmer des Unternehmens ist Carlos Slim. Zum Unternehmen geh_xDE8A__xDD6E_ mehrere Telefongesellschaften, darunter die gr_xDE3F__xDD25_n Mobilfunkanbieter Lateinamerikas. Rund 191.000 Mitarbeiter sind im Unternehmen besch䦴igt.",
