Name	Street	Zipcode	City	Country	Phonenumber	Website	Email	Segment	Subsegment	Snippet
Harscher Prototyping	Kappellengasse 14	88348	Bad Saulgau	Germany	+49 7581 5270546	www.harscher-prototyping.de	info@harscher-prototyping.de	Industrial and Services	Service Bureau	"https://harscher-prototyping.de
3D Druck Service für Ihre Prototypen. Harscher Prototyping hat sich auf 3D-Druck Sonderlösungen spezialisiert. Wir bieten Ihnen detailgenaue 3D-Druck Prototypen mit einer Schichtdicke von 25 – 300 Mikrometern. Wir unterstützen Sie von Ihrer 3D-CAD Konstruktion bis zum perfekten Prototypen."
DIGISERV GmbH	Heinestrasse 14	52388	Nörvenich	Germany	+49 2421 971047 	www.digiserv-gmbh.de	wlw@digiserv-gmbh.de	Industrial and Services	Service Bureau	"https://digiserv-gmbh.de
DIGISERV ist deutschlandweiter, autorisierter und zertifizierter Servicepartner der Firmen GBC, Acco und Rexel. Wir bieten Ihnen bundesweit Reparatur-, und Servicedienstleistungen für Bindemaschinen, Stanzgeräte und Laminiergeräte sowie für Aktenvernichter der genannten Firmen."
ideeGO GmbH	Oberrabensteiner Strasse 31	9117	Chemnitz	Germany	+49 371 28300408	www.ideego-online.de	info@ideego-online.de	Industrial and Services	Service Bureau	"ideego-online.de
Ihr Partner für die Bereiche Reinigungssysteme, Digitaldruck und Maschinenbau. | Designed by: Theme Freesia | WordPress | © Copyright All right reserved ..."
HF-Kunststofftechnik	Barbiser Straße 107	3743	Bad Lauterbach	Germany	+49 5524 2943	www.hf-kunststofftechnik.de	info@hf-kunststofftechnik.de	Industrial and Services	IM	"https://www.hf-kunststofftechnik.de
Spritzgießen ist unsere Leidenschaft Spritzgießfertigung von Kleinserien und Großserien mit Automatisierung. Prototypenfertigung in 3D-Druck, mechanisch gefertigt, sowie aus Aluminium-Prototypenformen. Bemusterungen von Kundenwerkzeugen, Energiemessungen und Optimierung von Spritzgießprozessen. Die Verarbeitung von Hochleistungskunststoffen gehört seit Jahren zu..."
iPUNKT engineering & design UG (haftungsbeschränkt)	Zehlendorfer Strasse 68	30982	Pattensen	Germany	+49 5101 8537658	www.ipunkt-engineering.de	info@ipunkt-engineering.de	Industrial and Services	Service Bureau	NaN
HIC-InnoTec GmbH	Robert-Koch-Straße 2	75015	Bretten	Germany	+49 7252 5614820	www.hic-innotec.com	3xddd@hic-innotec.de	Industrial and Services	Service Bureau	"https://www.hic-innotec.de
HIC-InnoTec GmbH. Robert-Koch-Straße 2/1, 75015 Bretten. Telefon: +49 7252 5614-820 Telefax: +49 7252 5614-821 E-Mail:3xddd(at)hic-innotec.de"
JOMATIK GmbH	Vor dem Kreuzberg 17	72070	Tübingen	Germany	+49 7071 8599707	www.jomatik.de	info@jomatik.de	Industrial and Services	Service Bureau	NaN
HIGH Q PROTOTYPING GMBH	Biebelsheimer Strasse 19 c	55545	Bad Kreuznach	Germany	 +49 671 48 343 0	www.hq-p.de	contact@hq-p.de	Industrial and Services	Engineering & Product Design	"https://www.hq-p.de
High Q Prototyping GmbH. Biebelsheimer Strasse 19 c. 55545 Bad Kreuznach. Fon: +49 (0)671 48 343 - 0. Fax: +49 (0)671 48 343 -11. contact@hq-p.de. Vor- und Nachname: E-Mail: *."
M-motion-design GmbH	Alois-Senefelder-Strasse 2	92318	Neumarkt	Germany	+49 9181 509830	www.m-motion-design.de	info@m-motion-design.de	Industrial and Services	Service Bureau	"https://www.m-motion-design.de
ADRESSE M-motion-design GmbH Alois-Senefelder-Straße 2 92318 Neumarkt i.d.OPf."
IcanScan	Buchtzigstr. 19	76275	Ettlingen	Germany	+49 176 21924842	www.icanscan.de	info@icanscan.de	Industrial and Services	Engineering & Product Design	"https://www.icanscan.de
3D Scan. mobiler 3D Scanner mit einer Genauigkeit. von bis zu ±0.05mm."
Oberndörfer Grafik GmbH	Schatzlgasse 34	82335	Berg	Germany	+49 8151 51040	www.o-grafik.de	info@o-grafik.de	Industrial and Services	Service Bureau	"o-grafik.de
Schwierige Zeiten: Uns gibts noch, wir sind aber noch im Umzug, das alte Gebäude in Berg ist inzwischen abgerissen, die Firma ist auf vier Standorte verteilt und neu organisiert, der neue Standort ist noch nicht offiziell, wir sind über e-mail und Handy erreichbar und produktionsfähig."
Biersack Technologie GmbH & Co. KG	Meisenweg 8	92339	Beilngries	Germany	+49 8461 64150	www.biersack.de	info@biersack.de	Industrial and Services	CNC Machining	"https://www.biersack.de/en
Biersack is a third-generation family-run company in Beilngries in the Altmühltal. With our 150 employees we produce on an area with over 6.500 m2. We became established on the market as one of Germany's leading system supplier for the industry. For more than 70 years we have managed to be a reliable and qualified partner to our customers.
Ort: Meisenweg 8 ·, 92339 Beilngries
Telefon: 08461 64150"
BÖHLER-UDDEHOLM Deutschland GmbH	Hansaallee 321	40549	Düsseldorf	Germany	+49 211 5220	www.uddeholm.de	info@uddeholm.de	Industrial and Services	Engineering & Product Design	"https://www.uddeholm.com/germany
Uddeholm. Uddeholm ist der weltweit führende Hersteller von hochwertigem Werkzeugstahl für Industriewerkzeuge. Und das ist kein Zufall. Wir stecken unser Herzblut in jedes Stück Stahl und jeden Produktionsschritt, vom Rohmaterial bis zum fertigen Produkt. Technologie ist wichtig, ebenso wie Know-how und Produktentwicklung."
GKN Sinter Metals GmbH Bad Langensalza	Am Fliegerhorst 9	99947	Bad Langensalza	Germany	+49 3603 89590	www.gknsintermetals.com	infomim@gknsintermetals.com	Industrial and Services	Engineering & Product Design	NaN
H+E Produktentwicklung GmbH	Kunzer Marktweg 13	1468	Moritzburg	Germany	+49 351 6415300	www.hedd.de	indo@hedd.de	Industrial and Services	Engineering & Product Design	"https://hedd.de
Wir sind Ihr kompetenter Partner. Seit 1995 erarbeiten wir Lösungen für Ihre technischen Herausforderungen. Unsere Designer, Konstrukteure, Ingenieure und Mechatroniker entwickeln für Sie anspruchsvolle Systembaugruppen oder vollständige Produkte. Das beinhaltet auch alle dafür notwendigen Simulationen, Tests und Prüfungen."
IFA3D Medical Solutions GmbH	Wiesenpromenade 7	12587	Berlin	Germany	+49 30 40303217	www.ifa3d.com	info@ifa3d.com	Industrial and Services	Service Bureau	"https://www.ifa3d.com
Die IFA3D Medical Solutions GmbH ist Ihr kompetenter Ansprechpartner in Berlin und Umgebung für die Bereiche."
Kegelmann Technik GmbH	Gutenbergstrasse 15	63110	Rodgau	Germany	+49 6106 85070	www.ktechnik.de	info@ktechnik.de	Industrial and Services	Service Bureau	"https://www.ktechnik.de
27.04.2021 · Wir sind Kegelmann Technik. Seit 1989 ist Kegelmann Technik führend bei der generativen Fertigung von Modellen, Prototypen, Werkzeugen und Endprodukten. Bei vielen Kunden ist Kegelmann Technik in den Wertschöpfungsprozess voll integriert und nimmt eine Schlüsselstellung bei der erfolgreichen Entwicklung und dem Design innovativer Produkte ein.
Geschätzte Lesezeit: 1 min"
Immersive Boardgames UG	Döringweg 4	35745	Herborn	Germany	+49 152 267 263 79	www.ibg3d.com	info@ibg3d.com	Industrial and Services	Service Bureau	NaN
IMT Systeme und Services GmbH	Blumenstraße 47	70736	Fellbach	Germany	+49 711 95260310	www.imt-lasersintern.de	info@imt-lasersintern.de	Industrial and Services	Service Bureau	NaN
mawe presstec GmbH	Im Gereut 29	76770	Hatzenbühl	Germany	+49 7275 95830	www.mawe-presstec.de	info@mawe-presstec.de	Industrial and Services	Engineering & Product Design	"https://www.mawe-presstec.de
mawe presstec - aus jedem Blech das beste machen. Unser Rohstoff: Blech + Pulver. Unser Produkt: Ihre Ideen. Wir haben das Blech zwar nicht erfunden, aber wissen genau, wie man das Beste daraus macht. Jede anspruchsvolle Aufgabe ist eine neue Herausforderung. Doch wir sind Spezialisten in unserem Fach. Spezialisten, die auch abstrakten Gedanken ...
Geschätzte Lesezeit: 50 Sekunden"
Techno-Grafica GmbH	Dieselstrasse 1	75236	Kämpfelbach	Germany	+49 7232 809890	www.techno-grafica.de	sls@techno-grafica.de	Industrial and Services	Service Bureau	"https://techno-grafica.de
Techno-Grafica: Grafische Systeme und Selektives Lasersintern. Seit mehr als 30 Jahren schätzen Kunden weltweit. unsere Qualität auf höchstem Niveau. Grafische Systeme. Wir entwickeln und fertigen Systeme und Anlagen für die Grafische Industrie. Im Besonderen für den …"
GAB Titan GmbH	Katternberger Strasse 155	42655	Solingen	Germany	+49 212 814021	www.gab-titan.de	info@gab-titan.de	Industrial and Services	Machinery & Equipment	"https://gab-titan.de
GAB Titan GmbH. Telefon: +49 212 81 40 21. Telefax: +49 212 81 26 78. info@gab-titan.de. Anschrift: Katternberger Str. 155. DE – 42655 Solingen"
Ingenieurbüro Florian Littau	Katharinenstraße 29	27711	Osterholz-Scharmbeck	Germany	+49  4791 309 4934	www.triLitec.de	sales@triLitec.de	Industrial and Services	Engineering & Product Design	"https://trilitec.de
Our sensor systems apply cutting edge Radar Technology combined with an AI-based Processing Platform to monitor the environment, detect anomalies and find foreign bodies as well as inspect material properties and detect defects in production processes. Our technology finds foreign bodies in agricultural processes on harvesters and in biogas ..."
INPECA GmbH	F.-W.-Raiffeisenstraße 15	52531	Übach-Palenberg	Germany	+49 2451 6168680	www.boellinger-group.com	inpeca@boellinger-group.de	Industrial and Services	Service Bureau	"https://www.boellinger-group.com
Die BÖLLINGER GROUP ist der Spezialist für die Herstellung von innovativen Prototypen, Entwicklungsteilen sowie Nischen- und Sonderserienvolumen in der Automobilindustrie, Luft- und Raumfahrt, Maschinen- und Anlagenbau sowie der Konsumgüterindustrie. Je nach Anforderung gibt es dabei verschiedene Möglichkeiten zur Herstellung der Bauteile – angefangen beim Additive …"
Jomatec 3D Drucktechnik	Schömbergerstr. 17	78669	Wellendingen	Germany	 +49 172 7475573	www.jomatec-3d-drucktechnik.de	info@jomatec-3d-drucktechnik.de	Industrial and Services	Service Bureau	NaN
KAUFFELDT-DRUCK GMBH	Kattrepel 2 – Montanhof	20095	Hamburg	Germany	+4940 33 04 35	www.kauffeldt-druck.de	info@kauffeldt-druck.de	Industrial and Services	Service Bureau	NaN
SWEngineering GmbH	Tobelwasenweg 28	73235	Weilheim	Germany	+49 7023 2092420	www.swe-group.com	info@swe-group.com	Industrial and Services	Service Bureau	NaN
Cast Solut - Sales and Service GmbH	Dr.-Adolf-Schneider-Strasse 11	73479	Ellwangen	Germany	+49 7961 914950	www.castsolut.de	info@castsolut.de	Industrial and Services	Service Bureau	"www.castsolut.de
Mit der SLA RPS Produktfamilie stellen wir Ihnen High-Tech-Geräte zur additiven Fertigung von Prototypen, Werkzeugen und Kleinserien vor, deren Preis …"
DMG MORI	Walter-Gropius-Straße 7	80807	München	Germany	+49 89 248835900	www.dmgmori.com	info@dmgmori.com	Industrial and Services	CNC Machining	"https://de.dmgmori.com
DMG MORI Deutschland – CNC Werkzeugmaschinen für die Zerspanung. Weltpremiere 2021. CLX 450 TC: Zukunftssicherer Einstieg in die 6-seitige Komplettbearbeitung. Live, digital und …"
AIRBUS APWORKS GmbH	Willy-Messerschmitt-Strasse 1	82024	Taufkirchen	Germany	+49 89 954738766	www.apworks.de	info@apworks.de	Industrial and Services	Engineering & Product Design	"https://www.apworks.de
Additive Manufacturing (AM) is a complex world full of hype, nuance and misconceptions. If you need reliable advice on material selection, process development, generative design, production & post-processing let us help you to find your path. Take your first steps. Learn More >."
Gerlach 3D-Druck	Pastor-Kersten-Strasse 68	26810	Westoverledingen	Germany	+49 172 4140490	www.gerlach-3d.de	gerlach-3d-druck@mail.de	Industrial and Services	Service Bureau	"https://www.gerlach-3d.de
Tel. : +49 4961 836450 Mobil : + 49 172 4140490 Pastor-Kersten-Straße 68, 26810 Westoverledingen info@gerlach-3d.de"
Kuhn-Stoff GmbH & Co. KG	Drosselweg 1	88250	Weingarten	Germany	+49 751 5612898	www.kuhn-stoff.de	info@kuhn-stoff.de	Industrial and Services	Service Bureau	NaN
LSS Laser Sinter Service GmbH	Gottlieb-Daimler-Strasse 12	59439	Holzwickede	Germany	+49 2301 913230	www.lss-europe.com	office@lss-europe.com	Industrial and Services	Service Bureau	"https://www.lss-europe.com
LSS ist Ihr Lösungsanbieter. Unser Erfolg basiert auf einem hochmotivierten und flexiblen Team, kombiniert mit einer soliden technischen Erfahrung im Bereich des additiven Prototypings und additiver Produktionsanlagen. Im Team entwickeln wir individuelle Konzepte und bieten sichere Kundenlösungen - klar profiliert und technisch innovativ."
QUERUM Maschinenbau GmbH	An der Autobahn L 8	91161	Hilpoltstein	Germany	+49 9174 97100	www.querum.com	info@querum.com	Industrial and Services	Machinery & Equipment	"https://quorum.com
ussales@quorum.com emeasales@quorum.com apacsales@quorum.com. Call Us +1-877-997-8678. Chat. Chat Now. help desk software. Request a Quote. Support. Email Us. support@quorum.com. Call Us. US: +1-888-997-8678 UK: +020 3884 0861. Teamviewer. download teamviewer. More Support Information. Contact Us. QUORUM HQ AND DEVELOPMENT CTR 2870 Zanker Road STE 130 San …"
Stone, Bludins & Ochsendorf Prototyping GbR	Vogt-Kölln-Strasse 130	22527	Hamburg	Germany	+49 176 87609665	www.sbo-prototyping.de	info@sbo-prototyping.de	Industrial and Services	Service Bureau	NaN
Trindo Digitalmanufaktur GmbH	Lochhamer Strasse 31	82152	Planegg	Germany	+49 89 23960161	www.trin.do	hallo@trin.do	Industrial and Services	Service Bureau	"https://trin.do
Trindo | Wir bringen den 3D-Druck in Ihr Unternehmen. Additive Serienfertigung. Ihr Partner für industriellen 3D-Druck mit Kunststoff. Die Trindo Digitalmanufaktur GmbH hat sich auf die Herstellung von Kunststoffbauteilen mithilfe Additiver Fertigung / 3D-Druck spezialisiert. Hierbei …"
Trovus Tech GmbH	Buchenstrasse 18	93426	Roding	Germany	+49 9461 943273	www.trovus.de	info@trovus.de	Industrial and Services	Service Bureau	NaN
vi2parts	Hohenfelsstr. 7	88634	Herdwangen-Schönach	Germany	+49 151 72421346	www.vi2parts.com	info@vi2parts.com	Industrial and Services	Service Bureau	"https://vi2parts.com
vi2parts - making your visions solid | 3D-Printing, Prototypenbau, Kunstofftechnik"
Wehl Group Sintertechnik GmbH	Karlstrasse 25	73084	Salach	Germany	+49 7162 4627390	www.wehlgroup.net	info@wehlgroup.net	Industrial and Services	Service Bureau	"https://www.wehlgroup.net
Wehl Group Sintertechnik GmbH. Ihr starker Partner zur Entwicklung und zum Bau von Prototypen und Produktmustern. Wir bieten Service im Bereich: Stereolithografie, Selektives Lasersintern, 3D Druck, Vakuumguss, Drehen, Fräsen und Spritzguss."
3D-Druckservice GbR	Max-Reger-Strasse 10b	73430	Aalen	Germany	+49 176 23282025	www.3druckservice.de	info@3druckservice.de	Industrial and Services	Service Bureau	NaN
LaserTeck GmbH	Notzinger Str. 34	73230	Kirchheim/Teck	Germany	+49 7021 7346222	www.laserteck.de	info@laserteck.de	Industrial and Services	Service Bureau	"https://laserteck.de
Laserschmelzen, 3D-Metalldruck und Reverse Engineering Anwendungen vom Profi. LaserTeck GmbH ist Ihr Laser-Partner aus dem Raum Stuttgart/Esslingen!"
Der SL PROFI	Am Hang 5	9244	Lichtenau	Germany	+49 37208 882902	www.der-sl-profi.de	info@der-sl-profi.de	Industrial and Services	Service Bureau	NaN
LayerOne UG	Am Bahndamm	89275	Elchingen	Germany	+49 157 777 311 89	www.layerone.de	info@layerone.de	Industrial and Services	Engineering & Product Design	"https://www.laserone.de
Laser ONE ist ein hochmodernes ästhetisches Institut im Herzen von Berlin in der Uhlandstraße 175, direkt am beliebten Kurfürstendamm mit der besonderen Spezialisierung auf die …"
Hördler rapid engineering UG	Rechtensteinstraße 13	89168	Niederstotzingen 	Germany	+49 7325 922450	www.hoerdler.de	nh@hoerdler.de	Industrial and Services	Service Bureau	"hoerdler.de
Rapid Prototyping u. Fused Deposition Modeling (FDM) mit Hördler rapid engineering: Musterbau u. Prototypen durch Lasersintern (SLS), Stereolithographie (SLA), Replikate"
Klaus Stöcker Metallbearbeitung	Wustbacher Str. 10	42929	Wermelskirchen	Germany	+49 2196 888110	www.stoecker-team.de	info@stoecker-team.de	Industrial and Services	Machinery & Equipment	"stoecker-metallbearbeitung.de
Der vielseitige Maschinenpark erlaubt der Firma Klaus Stöcker und Team Metallbearbeitung, den spezifischen Kundenanforderungen gerecht zu werden. Auf den folgenden Seiten haben Sie die Möglichkeit sich über unsere Dienstleistungen zu informieren. Bei speziellen Fragen rufen Sie uns gerne an oder schreiben Sie uns eine E-Mail. Klaus Stöcker & Team Metallbearbeitung +49 (0)2196 888 …"
PviCon 3D-Druck	Zur Laake 35	49809	Lingen	Germany	+49 591 96695226	www.PviCon.de	info@PviCon.de	Industrial and Services	Service Bureau	NaN
schererdesign	Rapsweg 8	57439	Attendorn	Germany	+49 177 7603540	www.schererdesign.com	info@schererdesign.com	Industrial and Services	Service Bureau	"www.schererdesign.com
Coming soon page design by Muse-Themes.com. schererdesign | industriedesign & fablab · rapsweg 8 · 57439 attendorn · info@schererdesign.com · +49 177 7603540"
smartpolymer GmbH	Breitscheidstrasse 97	7407	Rudolstadt	Germany	+49 3672 3790	www.smartpolymer.de	info@smartpolymer.de	Industrial and Services	Service Bureau	"https://www.smartpolymer.de
Die smartpolymer GmbH macht Neuentwicklungen aus dem Thüringischen Institut für Textil- und Kunststoff-Forschung e.V. (TITK) für die Wirtschaft verfügbar, vermarktet polymere Funktions- und Konstruktionswerkstoffe sowie die daraus entwickelten Produkte und Verfahren. Neben den Funktionsfasern der Cell Solution® Familie sind das beispielsweise beflockte Applikatoren für die ..."
M3DP UG	Alt Prester 72	39114	Magdeburg	Germany	+49 160 92452843	www.m3dp.de	info@m3dp.de	Healthcare	Medical Equipment	"https://www.m3dp.de
Das Vorhaben „lnnoReTex-Textile Windkraft“ wird im Rahmen der Cross Innovation Richtlinie des Landes Sachsen-Anhalt aus Mitteln des Europäischen Fonds für regionale Entwicklung (EFRE) im Zeitraum vom 15.08.2019 bis 31.12.2021 finanziert. Das Cross Innovation Netzwerk „InnoReTex“ hat es sich deshalb zum Ziel gesetzt, gemeinsam Ansätze und Grundlagen zu erarbeiten, um hochwertige ..."
marwehlous	In Gupfen 16	78199	Bräunlingen	Germany	+49 771 20549476	www.marwehlous.de	info@marwehlous.de	Industrial and Services	Service Bureau	"https://www.marwehlous.de
marwehlous versteht sich als zuverlässiger Partner rund um das Thema Rapid Prototyping und Additive Manufacturing. Von der Beratung bis hin zur Produktion und sogar darüber hinaus, setzen wir im Kundenauftrag Lösungskonzepte um. Wir produzieren Urmodelle, Prototypen und Klein- Mittelserien unterschiedlicher Technologieverfahren und Materialien, je nach Anforderung des Kunden und das in ..."
